#;status_id;screen_name;created_at;text;location;lang;hashtag;servicio;FALLA
292;1,48E+18;palulimy;3/1/2022 6:24;@CNEL_EP @servicioscnelep @ECU911_ @ChanduyTenencia srs. @CNEL en Chanduy estamos sin luz, por favor tomar medidas la respecto, no podemos estar sin luz a esta hora <U+0001F621>;Guayaquil;es;sin luz;Energia_electrica;Si
293;1,48E+18;PaolaPluas;5/1/2022 17:15;@CNEL_EP  Por favor su ayuda con la solución de luz en la Florida Norte Coop. Unidos somos mas Mz. 386 nos encontramos sin luz, estamos gente trabajando y es urgente que nos ayuden con este tema;Ecuador/Guayaquil;es;Cnel;Energia_electrica;Si
294;1,48E+18;PaolaPluas;5/1/2022 17:15;@CNEL_EP  Por favor su ayuda con la solución de luz en la Florida Norte Coop. Unidos somos mas Mz. 386 nos encontramos sin luz, estamos gente trabajando y es urgente que nos ayuden con este tema;Ecuador/Guayaquil;es;sin luz;Energia_electrica;Si
295;1,48E+18;patitopatty;1/1/2022 7:16;No vendría nada mal un pequeño apagón que dure toda la madrugada. De todas las cosas que lanzan y explotan que algo caiga en los cables;Cerca de aquí y lejos de allá;es;apagon;Energia_electrica;Si
296;1,48E+18;PaulEspin10;5/1/2022 14:26;Cuando llego la chica me dice que necesita un certificado bancario y una COPIA DE DECULA y no que eso ya no iban a pedir? #PorEsoHayQuePrivatizar @CNEL_EP @servicioscnelep;;es;Cnel;Energia_electrica;Si
297;1,48E+18;PaulEspin10;5/1/2022 13:52;"Recien a las 8:50 llego la ""funcionaria"" y mientras se sento y todo, fui atendido a las 9:00 aunque el horario de atencion en @servicioscnelep @CNEL_EP indica que es a las 8:00am ojo
#Masterchefecuador Leonidas Iza #Omicron";;es;Cnel;Energia_electrica;No
298;1,48E+18;PaulEspin10;5/1/2022 14:31;"Luego de eso con total normalidad me dicen ""A partir del dia de hoy el pago estara acreditado en 1 mes o 2"" ¿¿es en serio?? @CNEL_EP @servicioscnelep guardare este twit para notificar cuando me acreditaron joker CONAIE #pandemia Doctor #PorEsoHayQuePrivatizar https://t.co/1cGF3Ag3fS";;es;Cnel;Energia_electrica;Si
299;1,48E+18;PaulEspin10;5/1/2022 13:46;"Estoy en la agencia de @servicioscnelep @CNEL_EP con el turno No.1 en la agencia del Ecu 911 de Samboron y aun no llega NADIE, esta bueno el chuchaqui o que?? son las 8:44am y las computadoras aun estan apagadas.

#PorEsoHayQuePrivatizar https://t.co/uCPXyuhFZd";;es;Cnel;Energia_electrica;Si
300;1,48E+18;Pepe4youE;1/1/2022 15:49;Que manera de empezar el año... @servicioscnelep reventó el transformador por culpa de ese pájaro y estamos un sector de sauces 9 sin luz....alguien sabe a qué número llamar para pedir la reconexión urgente... https://t.co/z0VnXJr7ek;;es;sin luz;Energia_electrica;Si
301;1,48E+18;placi_sol;4/1/2022 20:01;@CNEL_EP  llevo horas llamando y no responden y cuando al fin lo hacen cuelgan <U+0001F623>;Guayaquil, Ecuador;es;Cnel;Energia_electrica;Si
302;1,48E+18;raafagonzalez_;1/1/2022 12:16;"*Mi mamá jamás nunca*
Mi mamá: ¿por que volviste a casa, te dije que no vuelvas? (Estamos sin luz) <U+0001F921>";Guayaquil, Ecuador;es;sin luz;Energia_electrica;Si
303;1,48E+18;radio_sucre700;3/1/2022 15:44;"En #ConUstedPrimeraEmision conversamos con el Cnel. William Ayala - Jefe de planificación operativa Comisión de Tránsito del Ecuador 

Entrevista completa: https://t.co/GixIWyA81a

#LoDijoEnSucre https://t.co/tQwkdnTYcS";Guayaquil - Ecuador;es;Cnel;Energia_electrica;No
304;1,48E+18;Rider_Ricardo;5/1/2022 22:20;"@CNEL_EP @servicioscnelep Estimados buenas tardes desde las 14:00 ha sido suspendió el servicio se energía eléctrica en el sector de l floresta 2. Mz 128.  Por for indicar a que hora seria restablecido el servicio.

Saludos cordiales";Guayaquil-Ecuador;es;Cnel;Energia_electrica;Si
305;1,48E+18;roccivane;5/1/2022 9:26;Y no ha sido la primera vez varias días en la madrugada ha sido así, pero hoy ya fue el colmo. Si los aparatos se queman se hacen responsables @CNEL_EP ? E indiquen el procedimiento para estar preparados.;Guayaquil, Ecuador;es;Cnel;Energia_electrica;Si
306;1,48E+18;roccivane;5/1/2022 9:23;"El servicio eléctrico en Guayaquil sector la Atarazana es fatal, variaciones eléctricas q resulta mejor bajar breakers. Por 2 minutos la luz bueno y se fue como 3 veces e inestable q las luces prendidas se subía y bajaba la intensidad solas
@servicioscnelep @cnel_ep @alcaldiagye";Guayaquil, Ecuador;es;Cnel;Energia_electrica;Si
307;1,48E+18;rommellanos;5/1/2022 4:20;@servicioscnelep hasta que hora va a estar sin luz un sector de la parroquia sucre ? Ya van más de 2 horas sin energía eléctrica.;Guayaquil-Ecuador;es;sin luz;Energia_electrica;Si
308;1,48E+18;Samlvrado;5/1/2022 17:27;@CNEL_EP Sector Peca sin energía eléctrica más de 30 minutos;Guayaquil, Ecuador;es;Cnel;Energia_electrica;Si
309;1,48E+18;ser_storePcell;3/1/2022 22:27;@despinozag_rhb @aguzmanj Más indolente sería ver cómo los niños mueren por contagios en las escuelas ver esas aulas sin pupitres sin agua sin luz sin baños sin internet eso es ser indolente;Guayaquil, Ecuador;es;sin luz;Energia_electrica;Si
310;1,48E+18;ser_storePcell;3/1/2022 14:27;@Educacion_Ec @mariabrownp @visionquito Las ESCUELAS SE CAEN A PEDAZOS Y ESO QUE HABLO DENTRO DE GUAYAQUIL COMO SERA FUERA DE ESTA BAÑOS SUCIOS SIN AGUA SIN PUPITRES SIN LUZ SIN INTERNET;Guayaquil, Ecuador;es;sin luz;Energia_electrica;Si
311;1,48E+18;servicioscnelep;5/1/2022 14:55;@PaulEspin10 @CNEL_EP Estamos atendiendo su requerimiento vía interna.;Guayaquil, Ecuador;es;Cnel;Energia_electrica;No
312;1,48E+18;servicioscnelep;3/1/2022 19:53;"#Milagro | Administrador @enriquejvelozz mantuvo una reunión de trabajo con funcionarios de la @UNEMI_ec para tratar sobre los planes de financiamiento que ofrece el alma máter a los colaboradores de CNEL EP en la realización de maestrías.

#JuntosLoLogramos https://t.co/RElvfPifvl";Guayaquil, Ecuador;es;Cnel;Energia_electrica;No
313;1,48E+18;servicioscnelep;4/1/2022 0:15;"El Administrador de CNEL EP #Manabí, @VincesYandris, mantuvo reunión con el Gobernador de la provincia, @juanfranciscoNH, para dar a conocer la atención brindada por 64 grupos técnicos, en los dos últimos feriados. Se receptaron 1145 novedades.

#JuntosLoLogramos https://t.co/Rxj3AxfGkU";Guayaquil, Ecuador;es;Cnel;Energia_electrica;No
314;1,48E+18;sfcv0598;1/1/2022 21:01;"@Cupsfire_gye Buenas tardes, llevo sin luz desde la madrugada y que cnel dice que mandará técnicos desde la mañana no han hecho nada. Pleno centro de Guayaquil, 9 de octubre y Avilés. 
Muchas gracias por la atención";Guayaquil, Ecuador;es;sin luz;Energia_electrica;No
315;1,48E+18;shaffolin;1/1/2022 18:11;@CNEL_EP  estamos sin luz en la 9 de octubre ya mas de 4 horas;Gye, Ecuador;es;sin luz;Energia_electrica;Si
316;1,48E+18;sm_sixto;1/1/2022 5:15;@servicioscnelep  no hay luz , en el suburbio.. solución por fvaor;Ecuador, Guayaquil;es;no hay luz;Energia_electrica;Si
317;1,48E+18;sm_sixto;1/1/2022 5:13;@CNEL_EP No hay luz …. En el suburbio;Ecuador, Guayaquil;es;no hay luz;Energia_electrica;Si
318;1,48E+18;SolvitecEc;5/1/2022 20:28;"<U+0001F4C3> AUTOGUARDADO 

No pierdas ningún documento en el que estabas trabajando, siempre asegura en cada segundo aunque haya algún apagón o problema en la dispositivo. 

<U+0001F5A5><U+FE0F> https://t.co/JNeEO6lPWE
<U+0001F4F2> 098 587 8675 / 04 600 1882

#Solvitec #Solucionesinformaticas #seguridadinformática https://t.co/UYQVWcQzUl";Guayaquil, Ecuador;es;apagon;Energia_electrica;No
319;1,48E+18;testigomovil;4/1/2022 23:11;Este miércoles un sector del centro-norte de Quito se quedará sin luz por trabajos de mantenimiento <U+25BA> https://t.co/R8aiNfeIPZ https://t.co/WRvCUGEh5n;Guayaquil, Ecuador;es;sin luz;Energia_electrica;No
320;1,48E+18;UgarteNiemes;29/12/2021 19:43;@mariegiselleca1 Para que exista el bien, debe existir lo que lo haga ser positivo, o sea el mal, porque no hay luz sin oscuridad, no hay segundo sin primero, pero más importante, para que haya un primero, primero no debe haber nada.;Guayaquil;es;no hay luz;Energia_electrica;No
321;1,48E+18;Weguzz;2/1/2022 3:26;@bmissu93 Mucha gente pidiendo sorprendeme 2022 y el apagòn preocupò. Por mi casa sucediò lo mismo.;Guayaquil;es;apagon;Energia_electrica;Si
322;1,48E+18;zaidaraquel;1/1/2022 22:37;@CNEL_EP Se nos viene la noche y nada, 8 horas sin luz sector sauces 9, indignación, pésimo servicio de parte de ustedes, ahora esperar que los ladrones hagan de la suya apenas oscurezca. @teleamazonasec @ayudamehenry @paultutiven @luisantonio_r @MauricioAyoraTC @ECU911_;Guayaquil;es;sin luz;Energia_electrica;Si
323;1,48E+18;zaidaraquel;1/1/2022 21:24;@ROLANDFA @CNEL_EP @allyGVZ12 @ayudamehenry @teleamazonasec @paultutiven @luisantonio_r @jescobarm1979 @MauricioAyoraTC  Ayuda x favor ya son 7 horas sin luz en sauces 9 que es lo que pasa que no atienden los tweet, xq los telefonos ni contestan.;Guayaquil;es;sin luz;Energia_electrica;Si
324;1,48E+18;zaidaraquel;1/1/2022 21:20;"@ROLANDFA @CNEL_EP @allyGVZ12 Que significa: personal tecnico atenderá a la brevedad posible, ya son 7 horas sin luz en sauces 9, alguien que me explique significado de ""brevedad posible"", van a darnos luz o estan de feriado?";Guayaquil;es;sin luz;Energia_electrica;Si
325;1,48E+18;zaidaraquel;1/1/2022 18:27;@ROLANDFA @CNEL_EP @allyGVZ12 Buenas tardes, ya son 4 horas sin luz en sauces 9,un transformador explotó, se nos va a dañar la comida del refrigerador, a que hora van a solucionar el problema sus telefonos no contesta nadie, es demasiado tiempo sin energía.;Guayaquil;es;sin luz;Energia_electrica;Si
326;1,48E+18;zaidaraquel;1/1/2022 20:26;@ROLANDFA @CNEL_EP @allyGVZ12 @luisantonio_r @paultutiven @ayudamehenry @MauricioAyoraTC @ecuavisa @teleamazonasec @tctelevision Ahora ya son 6 horas sin luz y sigue avanzanfo el tiempo,podrían por lo menos hacer el favor de indicar hasta que hora estamos asi en el sector de sauces 9 sin energía. Gracias;Guayaquil;es;sin luz;Energia_electrica;Si
327;1,48E+18;zaidaraquel;1/1/2022 19:33;@ROLANDFA @CNEL_EP @allyGVZ12 @luisantonio_r @paultutiven @ayudamehenry @MauricioAyoraTC @Ecuavisa,@teleamazonasec @tctelevision ya son 5 horas sin luz en sauces 9 y siguen avanzando las horas y no solucionan el problema.;Guayaquil;es;sin luz;Energia_electrica;Si
328;1,48E+18;zaidaraquel;1/1/2022 18:45;@ROLANDFA @CNEL_EP @allyGVZ12 @luisantonio_r @paultutiven @ayudamehenry @MauricioAyoraTC La espera desespera, mas de 4 horas sin luz en el sector de sauces 9.;Guayaquil;es;sin luz;Energia_electrica;Si
329;1,48E+18;_ByronInfo;29/12/2021 19:08;@elcomerciocom Aumenten buses urbanos, o suspendan la metrovía, es decir, busquen una solución óptima para ese transporte masivo, por favor!;Guayaquil, Ecuador;es;metrovia;transporte;si
330;1,48E+18;1957Ablome;3/1/2022 3:40;@gabiciddeleon Distanciamiento para esperar la llegada del metrovia;Guayaquil, Ecuador;es;metrovia;transporte;no
331;1,48E+18;1Jhon1Jhon;5/1/2022 13:13;"@babadmerchan No hay agentes de tránsito en todo Quito ?
El picó y placa un negociado más?
Te prohíben ir en tu auto al trabajo para q vayas en las sanducheras del transporte público.";Guayaquil, Ecuador;es;transporte puplico;transporte;si
332;1,48E+18;1Jhon1Jhon;5/1/2022 13:00;@LaPosta_Ecu Y en QUITO el pico y placa impide ir a trabajar en tu propio auto y vas en ese puto transporte público.;Guayaquil, Ecuador;es;transporte puplico;transporte;si
333;1,48E+18;1Jhon1Jhon;5/1/2022 1:45;@MetroEcuador Hp Eliminen el pico y placa. Mucha gente puede ir en su vehículo al trabajo para q en algo puedas bajar el flujo de personas en el transporte público.;Guayaquil, Ecuador;es;transporte puplico;transporte;si
334;1,48E+18;722Marisol;30/12/2021 14:58;@luisantonio_r @alcaldiagye @ATMGuayaquil Ya era hora q hagan algo son semanas con el servicio de transporte reducido ... Quieren incremento en el pasaje y no dan un buen servicio ...;Guayaquil;es;servicio de transporte;transporte;si
335;1,48E+18;7e1f3ccc016c4b3;5/1/2022 2:21;@eluniversocom Pero si hay feriado más feriado la gente no respeta nada discotecas abiertas sin aforo alguno centros comerciales abarrotados y metros y buses repleta como la gente no se va a contagiar si casi todo gye tiene covid;Guayaquil, Ecuador;es;buses;transporte;si
336;1,48E+18;adrianoelmas;4/1/2022 11:17;El sector público se va a teletrabajo mientras los buses metrovias  tricimotos van a reventar;Guayaquil, Ecuador;es;buses;transporte;si
337;1,48E+18;AdriaOrtegaC;2/1/2022 17:16;"210 pasajeros sobre pasan a 7 conductores, no es arte de magia, es planificación del transporte público!
<U+0001F447><U+0001F447><U+0001F447> @_dmoser https://t.co/YonJ7oVJNb";Cuenca,Ecuador;es;transporte puplico;transporte;si
338;1,48E+18;afinaldejornada;29/12/2021 22:16;"NACIONALES I @ANT_ECUADOR suspenderá 302 rutas y 1.632 frecuencias de transporte público interprovincial, otorgadas irregularmente durante la pandemia.

Se han registrado 52 fallecidos por ""la guerra del centavo"".
#Cromaclic #Ecuador #Tránsito 

https://t.co/a8OKzDklsk";Guayaquil;es;transporte puplico;transporte;no
339;1,48E+18;aivanmunoz;30/12/2021 22:46;Estaba sintiendo mucho la música en la metro y me pasé de la parada, pero todo posi porque mañana es feriado y no se trabaja <U+0001F60C>;Guayaquil;es;la metro;transporte;no
340;1,48E+18;AlejandroPuga;29/12/2021 23:20;¿La @alcaldiagye va a resolver el tema del transporte público o se fueron todos de vacaciones?;Guayaquil, Ecuador;es;transporte puplico;transporte;si
341;1,48E+18;alexr1895;29/12/2021 3:49;"No quise gastar $30 en prueba de COVID, fui a un punto municipal. No tenía tarjeta metrovía y la máquina me absorbe en saldo todo un billete de 10, gasté otro billete de 10 entre parqueo (como 4-5 horas esperando) y comida; al final ni alcancé prueba. Ahora total serán $50<U+0001F921>";Babahoyo,Ecuador;es;metrovia;transporte;si
342;1,48E+18;alfepeen;28/12/2021 12:40;Ya debería existir una Ordenanza que fije un plazo para que TODOS los buses de transporte público y escolar que circulan en el DMQ SEAN ELÉCTRICOS. Alcalde @santiguarderas @MunicipioQuito : https://t.co/6DrnyDeFHB;Samborondon, Ecuador;es;transporte puplico;transporte;si
343;1,48E+18;Alfredo_Adum_Z;5/1/2022 19:42;"Señores de la ATM dejen en paz a los buses parqueados a lo largo de la Av Francisco de Orellana que lo único que la ciudadanía entiende es que ""NO SON NECESARIOS""";Guayaquil, Ecuador;es;buses;transporte;si
344;1,48E+18;AlisitaMosquera;28/12/2021 13:25;Me parece de doble moral que la @ATMGuayaquil no permita a los buses de transporte público ir con personas paradas cuando la @metroviagye va a full, no creo que sea el bienestar y los intereses del pueblo los que estén guardando precisamente.;Guayaquil;es;transporte puplico;transporte;si
345;1,48E+18;anuneztorres;28/12/2021 16:29;@CarlosVerareal @Vera_ASuManera @tctelevision Lo del transporte público es una burla @alcaldiagye  no tiene congruencia..;Guayaquil, Ecuador;es;transporte puplico;transporte;si
346;1,48E+18;arobalinob;3/1/2022 21:44;@CynthiaViteri6 @Salud_Ec para ingresar a un mall exigen certificado de vacunacion pero para ingresar a la metrovia no... <U+0001F923><U+0001F923><U+0001F923>;;es;metrovia;transporte;si
347;1,48E+18;ArteagaKevin;4/1/2022 19:15;@ecuavisa @EcuavisaInforma El chofer de bus urbano está más preocupado de no caer con el tiempo en la tarjeta que marcan en los recorridos, no tienen la paciencia de recoger a un adulto mayor o damas y van a revisar certificados, al menos en #Guayaquil es la cruda realidad del transporte público;guayaquil- ecuador;es;transporte puplico;transporte;si
348;1,48E+18;ArteagaKevin;3/1/2022 3:35;@ATMGuayaquil Uds como organismo de control deberían hacerle saber bien a los chóferes de buses urbanos;guayaquil- ecuador;es;buses;transporte;si
349;1,48E+18;asempertegui;5/1/2022 17:56;@luisantonio_r Vuelvo y repito a esos hptas nadie los toca nadieee no hay multas para ellos,peor va a ver prision por atentar contra la vida de los demás,hasta cuando soportemos a los buses y buseteros?y así quieren subir el pasaje;guayaquil;es;buses;transporte;si
350;1,48E+18;Asuquisupa;4/1/2022 22:29;"Un informe preliminar emitido por el #ECU911 anota que el vuelco de un bus de la cooperativa Unión Cariamanga, ocurrido en la vía Loja-Catamayo, deja 3 muertos y 18 heridos.
La unidad de transporte público cubría la ruta Loja – Macará.
@NuevoTiempoCue https://t.co/ctMCTcPKpl";Cuenca, Ecuador;es;transporte puplico;transporte;no
351;1,48E+18;ATM_Transito;4/1/2022 19:09;@chicho_larry @metroviagye @ATMGuayaquil Buenas tardes Larry, agradecemos su denuncia ciudadana, la misma que se remite a nuestro agentes y Sistema Metrovía, para los correctivos pertinentes. Excelente día.;Guayaquil, Ecuador;es;metrovia;transporte;si
352;1,48E+18;ATM_Transito;3/1/2022 13:02;"#ATMinforma | Se registran semáforos apagados en Vía a Daule, cerca la estación de #Metrovía Parque California, por falta de fluido eléctrico.

Respete la distancia de seguridad y los límites de velocidad #PorTuSeguridad.";Guayaquil, Ecuador;es;metrovia;transporte;no
353;1,48E+18;ATM_Transito;4/1/2022 16:15;"#ATMinforma | Se registra un vehículo con desperfecto mecánico en Vía a Daule, cerca de la estación de #Metrovía Inmaconsa, sentido hacia el centro.

¡Reduzca la velocidad y maneje atento a las señales de tránsito!";Guayaquil, Ecuador;es;metrovia;transporte;no
354;1,48E+18;ATM_Transito;3/1/2022 15:12;"#ATMinforma | Se encuentran operativos los semáforos en Vía a Daule, cerca la estación de #Metrovía Parque California.

En #ATM trabajamos por una ciudad más segura.";Guayaquil, Ecuador;es;metrovia;transporte;no
355;1,48E+18;ATM_Transito;3/1/2022 18:04;"#ATMinforma | Concluye la asistencia de las entidades de emergencia en el #Siniestro de tránsito de Vía a Daule, cerca de la estación de #Metrovía Juan Tanca Marengo, sentido hacia el norte.

Continuamos trabajando por una ciudad con #SeguridadVial.";Guayaquil, Ecuador;es;metrovia;transporte;no
356;1,48E+18;ATM_Transito;3/1/2022 18:18;@lulu_rh @ATMGuayaquil Hola buenas tardes, solo debe acercarse a retirar el sticker en las oficinas de SGS en la Av. Benjamín Rosales, detrás de la estación Río Daule de la Metrovía.;Guayaquil, Ecuador;es;metrovia;transporte;no
357;1,48E+18;ATM_Transito;3/1/2022 17:02;"#ATMinforma | Se visualiza un #Siniestro de tránsito en Vía a Daule, cerca de la estación de #Metrovía Juan Tanca Marengo, sentido hacia el norte.

Recuerda no exceder los límites de velocidad #PorTuSeguridad. https://t.co/mTDgInsVgo";Guayaquil, Ecuador;es;metrovia;transporte;no
